Rainfall(mm),Humidity(%),Temperature(C),Flood Occurred
130,60,43,0
130,61,15,0
130,64,16,0
130,64,19,0
130,64,22,0
130,64,25,0
130,64,28,0
130,64,31,0
130,64,34,0
130,64,37,0
130,64,40,0
130,64,43,0
130,65,15,0
130,68,16,0
130,68,19,0
130,68,22,0
130,68,25,0
130,68,28,0
130,68,31,0
130,68,34,0
130,68,37,0
130,68,40,0
130,68,43,0
130,69,15,0
130,72,16,0
130,72,19,0
130,72,22,0
130,72,25,0
130,72,28,0
130,72,31,0
130,72,34,0
130,72,37,0
130,72,40,0
130,72,43,0
130,73,15,0
130,76,16,0
130,76,19,0
130,76,22,0
130,76,25,0
130,76,28,0
130,76,31,0
130,76,34,0
130,76,37,0
130,76,40,0
130,76,43,0
130,77,15,0
130,80,16,1
130,80,19,1
130,80,22,1
130,80,25,1
130,80,28,0
130,80,31,0
130,80,34,0
130,80,37,0
130,80,40,0
130,80,43,0
130,81,15,1
130,84,16,1
130,84,19,1
130,84,22,1
130,84,25,1
130,84,28,1
130,84,31,1
130,84,34,1
130,84,37,0
130,84,40,0
130,84,43,0
130,85,15,1
130,88,16,1
130,88,19,1
130,88,22,1
130,88,25,1
130,88,28,0
130,88,31,0
130,88,34,0
130,88,37,0
130,88,40,0
130,88,43,0
130,89,15,1
130,92,16,1
130,92,19,1
130,92,22,1
130,92,25,1
130,92,28,0
130,92,31,0
130,92,34,0
130,92,37,0
130,92,40,0
130,92,43,0
130,93,15,1
130,96,16,1
130,96,19,1
130,96,22,1
130,96,25,1
130,96,28,0
130,96,31,0
130,96,34,0
130,96,37,0
130,96,40,0
130,96,43,0
130,97,15,1
130,100,16,1
130,100,19,1
130,100,22,1
130,100,25,1
130,100,28,0
130,100,31,0
130,100,34,0
130,100,37,0
130,100,40,0
130,100,43,0
131,30,15,0
135,32,16,0
135,32,19,0
135,32,22,0
135,32,25,0
135,32,28,0
135,32,31,0
135,32,34,0
135,32,37,0
135,32,40,0
135,32,43,0
135,33,15,0
135,36,16,0
135,36,19,0
135,36,22,0
135,36,25,0
135,36,28,0
135,36,31,0
135,36,34,0
135,36,37,0
135,36,40,0
135,36,43,0
135,37,15,0
135,40,16,0
135,40,19,0
135,40,22,0
135,40,25,0
135,40,28,0
135,40,31,0
135,40,34,0
135,40,37,0
135,40,40,0
135,40,43,0
135,41,15,0
135,44,16,0
135,44,19,0
135,44,22,0
135,44,25,0
135,44,28,0
135,44,31,0
135,44,34,0
135,44,37,0
135,44,40,0
135,44,43,0
135,45,15,0
135,48,16,0
135,48,19,0
135,48,22,0
135,48,25,0
135,48,28,0
135,48,31,0
135,48,34,0
135,48,37,0
135,48,40,0
135,48,43,0
135,49,15,0
135,52,16,0
135,52,19,0
135,52,22,0
135,52,25,0
135,52,28,0
135,52,31,0
135,52,34,0
135,52,37,0
135,52,40,0
135,52,43,0
135,53,15,0
135,56,16,0
135,56,19,0
135,56,22,0
135,56,25,0
135,56,28,0
135,56,31,0
135,56,34,0
135,56,37,0
135,56,40,0
135,56,43,0
135,57,15,0
135,60,16,0
135,60,19,0
135,60,22,0
135,60,25,0
135,60,28,0
135,60,31,0
135,60,34,0
135,60,37,0
135,60,40,0
135,60,43,0
135,61,15,0
135,64,16,0
135,64,19,0
135,64,22,0
135,64,25,0
135,64,28,0
135,64,31,0
135,64,34,0
135,64,37,0
135,64,40,0
135,64,43,0
135,65,15,0
135,68,16,0
135,68,19,0
135,68,22,0
135,68,25,0
135,68,28,0
135,68,31,0
135,68,34,0
135,68,37,0
135,68,40,0
135,68,43,0
135,69,15,0
135,72,16,0
135,72,19,0
135,72,22,0
135,72,25,0
135,72,28,0
135,72,31,0
135,72,34,0
135,72,37,0
135,72,40,0
135,72,43,0
135,73,15,0
135,76,16,0
135,76,19,0
135,76,22,0
135,76,25,0
135,76,28,0
135,76,31,0
135,76,34,0
135,76,37,0
135,76,40,0
135,76,43,0
135,77,15,0
135,80,16,1
135,80,19,1
135,80,22,1
135,80,25,1
135,80,28,0
135,80,31,0
135,80,34,0
135,80,37,0
135,80,40,0
135,80,43,0
135,81,15,1
135,84,16,1
135,84,19,1
135,84,22,1
135,84,25,1
135,84,28,1
135,84,31,1
135,84,34,1
135,84,37,0
135,84,40,0
135,84,43,0
135,85,15,1
135,88,16,1
135,88,19,1
135,88,22,1
135,88,25,1
135,88,28,0
135,88,31,0
135,88,34,0
135,88,37,0
135,88,40,0
135,88,43,0
135,89,15,1
135,92,16,1
135,92,19,1
135,92,22,1
135,92,25,1
135,92,28,0
135,92,31,0
135,92,34,0
135,92,37,0
135,92,40,0
135,92,43,0
135,93,15,1
135,96,16,1
135,96,19,1
135,96,22,1
135,96,25,1
135,96,28,0
135,96,31,0
135,96,34,0
135,96,37,0
135,96,40,0
135,96,43,0
135,97,15,1
135,100,16,1
135,100,19,1
135,100,22,1
135,100,25,1
135,100,28,0
135,100,31,0
135,100,34,0
135,100,37,0
135,100,40,0
135,100,43,0
136,30,15,0
140,32,16,0
140,32,19,0
140,32,22,0
140,32,25,0
140,32,28,0
140,32,31,0
140,32,34,0
140,32,37,0
140,32,40,0
140,32,43,0
140,33,15,0
140,36,16,0
140,36,19,0
140,36,22,0
140,36,25,0
140,36,28,0
140,36,31,0
140,36,34,0
140,36,37,0
140,36,40,0
140,36,43,0
140,37,15,0
140,40,16,0
140,40,19,0
140,40,22,0
140,40,25,0
140,40,28,0
140,40,31,0
140,40,34,0
140,40,37,0
140,40,40,0
140,40,43,0
140,41,15,0
140,44,16,0
140,44,19,0
140,44,22,0
140,44,25,0
140,44,28,0
140,44,31,0
140,44,34,0
140,44,37,0
140,44,40,0
140,44,43,0
140,45,15,0
140,48,16,0
140,48,19,0
140,48,22,0
140,48,25,0
140,48,28,0
140,48,31,0
140,48,34,0
140,48,37,0
140,48,40,0
140,48,43,0
140,49,15,0
140,52,16,0
140,52,19,0
140,52,22,0
140,52,25,0
140,52,28,0
140,52,31,0
140,52,34,0
140,52,37,0
140,52,40,0
140,52,43,0
140,53,15,0
140,56,16,0
140,56,19,0
140,56,22,0
140,56,25,0
140,56,28,0
140,56,31,0
140,56,34,0
140,56,37,0
140,56,40,0
140,56,43,0
140,57,15,0
140,60,16,0
140,60,19,0
140,60,22,0
140,60,25,0
140,60,28,0
140,60,31,0
140,60,34,0
140,60,37,0
140,60,40,0
140,60,43,0
140,61,15,0
140,64,16,0
140,64,19,0
140,64,22,0
140,64,25,0
140,64,28,0
140,64,31,0
140,64,34,0
140,64,37,0
140,64,40,0
140,64,43,0
140,65,15,0
140,68,16,0
140,68,19,0
140,68,22,0
140,68,25,0
140,68,28,0
140,68,31,0
140,68,34,0
140,68,37,0
140,68,40,0
140,68,43,0
140,69,15,0
140,72,16,0
140,72,19,0
140,72,22,0
140,72,25,0
140,72,28,0
140,72,31,0
140,72,34,0
140,72,37,0
140,72,40,0
140,72,43,0
140,73,15,0
140,76,16,0
140,76,19,0
140,76,22,0
140,76,25,0
140,76,28,0
140,76,31,0
140,76,34,0
140,76,37,0
140,76,40,0
140,76,43,0
140,77,15,0
140,80,16,1
140,80,19,1
140,80,22,1
140,80,25,1
140,80,28,0
140,80,31,0
140,80,34,0
140,80,37,0
140,80,40,0
140,80,43,0
140,81,15,1
140,84,16,1
140,84,19,1
140,84,22,1
140,84,25,1
140,84,28,1
140,84,31,1
140,84,34,1
140,84,37,0
140,84,40,0
140,84,43,0
140,85,15,1
140,88,16,1
140,88,19,1
140,88,22,1
140,88,25,1
140,88,28,0
140,88,31,0
140,88,34,0
140,88,37,0
140,88,40,0
140,88,43,0
140,89,15,1
140,92,16,1
140,92,19,1
140,92,22,1
140,92,25,1
140,92,28,0
140,92,31,0
140,92,34,0
140,92,37,0
140,92,40,0
140,92,43,0
140,93,15,1
140,96,16,1
140,96,19,1
140,96,22,1
140,96,25,1
140,96,28,0
140,96,31,0
140,96,34,0
140,96,37,0
140,96,40,0
140,96,43,0
140,97,15,1
140,100,16,1
140,100,19,1
140,100,22,1
140,100,25,1
140,100,28,0
140,100,31,0
140,100,34,0
140,100,37,0
140,100,40,0
140,100,43,0
141,30,15,0
145,32,16,0
145,32,19,0
145,32,22,0
145,32,25,0
145,32,28,0
145,32,31,0
145,32,34,0
145,32,37,0
145,32,40,0
145,32,43,0
145,33,15,0
145,36,16,0
145,36,19,0
145,36,22,0
145,36,25,0
145,36,28,0
145,36,31,0
145,36,34,0
145,36,37,0
145,36,40,0
145,36,43,0
145,37,15,0
145,40,16,0
145,40,19,0
145,40,22,0
145,40,25,0
145,40,28,0
145,40,31,0
145,40,34,0
145,40,37,0
145,40,40,0
145,40,43,0
145,41,15,0
145,44,16,0
145,44,19,0
145,44,22,0
145,44,25,0
145,44,28,0
145,44,31,0
145,44,34,0
145,44,37,0
145,44,40,0
145,44,43,0
145,45,15,0
145,48,16,0
145,48,19,0
145,48,22,0
145,48,25,0
145,48,28,0
145,48,31,0
145,48,34,0
145,48,37,0
145,48,40,0
145,48,43,0
145,49,15,0
145,52,16,0
145,52,19,0
145,52,22,0
145,52,25,0
145,52,28,0
145,52,31,0
145,52,34,0
145,52,37,0
145,52,40,0
145,52,43,0
145,53,15,0
145,56,16,0
145,56,19,0
145,56,22,0
145,56,25,0
145,56,28,0
145,56,31,0
145,56,34,0
145,56,37,0
145,56,40,0
145,56,43,0
145,57,15,0
145,60,16,0
145,60,19,0
145,60,22,0
145,60,25,0
145,60,28,0
145,60,31,0
145,60,34,0
145,60,37,0
145,60,40,0
145,60,43,0
145,61,15,0
145,64,16,0
145,64,19,0
145,64,22,0
145,64,25,0
145,64,28,0
145,64,31,0
145,64,34,0
145,64,37,0
145,64,40,0
145,64,43,0
145,65,15,0
145,68,16,0
145,68,19,0
145,68,22,0
145,68,25,0
145,68,28,0
145,68,31,0
145,68,34,0
145,68,37,0
145,68,40,0
145,68,43,0
145,69,15,0
145,72,16,0
145,72,19,0
145,72,22,0
145,72,25,0
145,72,28,0
145,72,31,0
145,72,34,0
145,72,37,0
145,72,40,0
145,72,43,0
145,73,15,0
145,76,16,0
145,76,19,0
145,76,22,0
145,76,25,0
145,76,28,0
145,76,31,0
145,76,34,0
145,76,37,0
145,76,40,0
145,76,43,0
145,77,15,0
145,80,16,1
145,80,19,1
145,80,22,1
145,80,25,1
145,80,28,0
145,80,31,0
145,80,34,0
145,80,37,0
145,80,40,0
145,80,43,0
145,81,15,1
145,84,16,1
145,84,19,1
145,84,22,1
145,84,25,1
145,84,28,1
145,84,31,1
145,84,34,1
145,84,37,0
145,84,40,0
145,84,43,0
145,85,15,1
145,88,16,1
145,88,19,1
145,88,22,1
145,88,25,1
145,88,28,0
145,88,31,0
145,88,34,0
145,88,37,0
145,88,40,0
145,88,43,0
145,89,15,1
145,92,16,1
145,92,19,1
145,92,22,1
145,92,25,1
145,92,28,0
145,92,31,0
145,92,34,0
145,92,37,0
145,92,40,0
145,92,43,0
145,93,15,1
145,96,16,1
145,96,19,1
145,96,22,1
145,96,25,1
145,96,28,0
145,96,31,0
145,96,34,0
145,96,37,0
145,96,40,0
145,96,43,0
145,97,15,1
145,100,16,1
145,100,19,1
145,100,22,1
145,100,25,1
145,100,28,0
145,100,31,0
145,100,34,0
145,100,37,0
145,100,40,0
145,100,43,0
146,30,15,0
150,32,16,0
150,32,19,0
150,32,22,0
150,32,25,0
150,32,28,0
150,32,31,0
150,32,34,0
150,32,37,0
150,32,40,0
150,32,43,0
150,33,15,0
150,36,16,0
150,36,19,0
150,36,22,0
150,36,25,0
150,36,28,0
150,36,31,0
150,36,34,0
150,36,37,0
150,36,40,0
150,36,43,0
150,37,15,0
150,40,16,0
150,40,19,0
150,40,22,0
150,40,25,0
150,40,28,0
150,40,31,0
150,40,34,0
150,40,37,0
150,40,40,0
150,40,43,0
150,41,15,0
150,44,16,0
150,44,19,0
150,44,22,0
150,44,25,0
150,44,28,0
150,44,31,0
150,44,34,0
150,44,37,0
150,44,40,0
150,44,43,0
150,45,15,0
150,48,16,0
150,48,19,0
150,48,22,0
150,48,25,0
150,48,28,0
150,48,31,0
150,48,34,0
150,48,37,0
150,48,40,0
150,48,43,0
150,49,15,0
150,52,16,0
150,52,19,0
150,52,22,0
150,52,25,0
150,52,28,0
150,52,31,0
150,52,34,0
150,52,37,0
150,52,40,0
150,52,43,0
150,53,15,0
150,56,16,0
150,56,19,0
150,56,22,0
150,56,25,0
150,56,28,0
150,56,31,0
150,56,34,0
150,56,37,0
150,56,40,0
150,56,43,0
150,57,15,0
150,60,16,1
150,60,19,1
150,60,22,0
150,60,25,0
150,60,28,0
150,60,31,0
150,60,34,0
150,60,37,0
150,60,40,0
150,60,43,0
150,61,15,1
150,64,16,1
150,64,19,1
150,64,22,0
150,64,25,0
150,64,28,0
150,64,31,0
150,64,34,0
150,64,37,0
150,64,40,0
150,64,43,0
150,65,15,1
150,68,16,1
150,68,19,1
150,68,22,0
150,68,25,0
150,68,28,0
150,68,31,0
150,68,34,0
150,68,37,0
150,68,40,0
150,68,43,0
150,69,15,1
150,72,16,1
150,72,19,1
150,72,22,0
150,72,25,0
150,72,28,0
150,72,31,0
150,72,34,0
150,72,37,0
150,72,40,0
150,72,43,0
150,73,15,1
150,76,16,1
150,76,19,1
150,76,22,0
150,76,25,0
150,76,28,0
150,76,31,0
150,76,34,0
150,76,37,0
150,76,40,0
150,76,43,0
150,77,15,1
150,80,16,1
150,80,19,1
150,80,22,1
150,80,25,1
150,80,28,0
150,80,31,0
150,80,34,0
150,80,37,0
150,80,40,0
150,80,43,0
150,81,15,1
150,84,16,1
150,84,19,1
150,84,22,1
150,84,25,1
150,84,28,1
150,84,31,1
150,84,34,1
150,84,37,0
150,84,40,0
150,84,43,0
150,85,15,1
150,88,16,1
150,88,19,1
150,88,22,1
150,88,25,1
150,88,28,0
150,88,31,0
150,88,34,0
150,88,37,0
150,88,40,0
150,88,43,0
150,89,15,1
150,92,16,1
150,92,19,1
150,92,22,1
150,92,25,1
150,92,28,0
150,92,31,0
150,92,34,0
150,92,37,0
150,92,40,0
150,92,43,0
150,93,15,1
150,96,16,1
150,96,19,1
150,96,22,1
150,96,25,1
150,96,28,0
150,96,31,0
150,96,34,0
150,96,37,0
150,96,40,0
150,96,43,0
150,97,15,1
150,100,16,1
150,100,19,1
150,100,22,1
150,100,25,1
150,100,28,0
150,100,31,0
150,100,34,0
150,100,37,0
150,100,40,0
150,100,43,0
151,30,15,0
155,32,16,0
155,32,19,0
155,32,22,0
155,32,25,0
155,32,28,0
155,32,31,0
155,32,34,0
155,32,37,0
155,32,40,0
155,32,43,0
155,33,15,0
155,36,16,0
155,36,19,0
155,36,22,0
155,36,25,0
155,36,28,0
155,36,31,0
155,36,34,0
155,36,37,0
155,36,40,0
155,36,43,0
155,37,15,0
155,40,16,0
155,40,19,0
155,40,22,0
155,40,25,0
155,40,28,0
155,40,31,0
155,40,34,0
155,40,37,0
155,40,40,0
155,40,43,0
155,41,15,0
155,44,16,0
155,44,19,0
155,44,22,0
155,44,25,0
155,44,28,0
155,44,31,0
155,44,34,0
155,44,37,0
155,44,40,0
155,44,43,0
155,45,15,0
155,48,16,0
155,48,19,0
155,48,22,0
155,48,25,0
155,48,28,0
155,48,31,0
155,48,34,0
155,48,37,0
155,48,40,0
155,48,43,0
155,49,15,0
155,52,16,0
155,52,19,0
155,52,22,0
155,52,25,0
155,52,28,0
155,52,31,0
155,52,34,0
155,52,37,0
155,52,40,0
155,52,43,0
155,53,15,0
155,56,16,0
155,56,19,0
155,56,22,0
155,56,25,0
155,56,28,0
155,56,31,0
155,56,34,0
155,56,37,0
155,56,40,0
155,56,43,0
155,57,15,0
155,60,16,1
155,60,19,1
155,60,22,0
155,60,25,0
155,60,28,0
155,60,31,0
155,60,34,0
155,60,37,0
155,60,40,0
155,60,43,0
155,61,15,1
155,64,16,1
155,64,19,1
155,64,22,0
155,64,25,0
155,64,28,0
155,64,31,0
155,64,34,0
155,64,37,0
155,64,40,0
155,64,43,0
155,65,15,1
155,68,16,1
155,68,19,1
155,68,22,0
155,68,25,0
155,68,28,0
155,68,31,0
155,68,34,0
155,68,37,0
155,68,40,0
155,68,43,0
155,69,15,1
155,72,16,1
155,72,19,1
155,72,22,0
155,72,25,0
155,72,28,0
155,72,31,0
155,72,34,0
155,72,37,0
155,72,40,0
155,72,43,0
155,73,15,1
155,76,16,1
155,76,19,1
155,76,22,0
155,76,25,0
155,76,28,0
155,76,31,0
155,76,34,0
155,76,37,0
155,76,40,0
155,76,43,0
155,77,15,1
155,80,16,1
155,80,19,1
155,80,22,1
155,80,25,1
155,80,28,0
155,80,31,0
155,80,34,0
155,80,37,0
155,80,40,0
155,80,43,0
155,81,15,1
155,84,16,1
155,84,19,1
155,84,22,1
155,84,25,1
155,84,28,1
155,84,31,1
155,84,34,1
155,84,37,0
155,84,40,0
155,84,43,0
155,85,15,1
155,88,16,1
155,88,19,1
155,88,22,1
155,88,25,1
155,88,28,1
155,88,31,1
155,88,34,1
155,88,37,0
155,88,40,0
155,88,43,0
155,89,15,1
155,92,16,1
155,92,19,1
155,92,22,1
155,92,25,1
155,92,28,1
155,92,31,1
155,92,34,1
155,92,37,0
155,92,40,0
155,92,43,0
155,93,15,1
155,96,16,1
155,96,19,1
155,96,22,1
155,96,25,1
155,96,28,1
155,96,31,1
155,96,34,1
155,96,37,0
155,96,40,0
155,96,43,0
155,97,15,1
155,100,16,1
155,100,19,1
155,100,22,1
155,100,25,1
155,100,28,1
155,100,31,1
155,100,34,1
155,100,37,0
155,100,40,0
155,100,43,0
156,30,15,0
160,32,16,0
160,32,19,0
160,32,22,0
160,32,25,0
160,32,28,0
160,32,31,0
160,32,34,0
160,32,37,0
160,32,40,0
160,32,43,0
160,33,15,0
160,36,16,0
160,36,19,0
160,36,22,0
160,36,25,0
160,36,28,0
160,36,31,0
160,36,34,0
160,36,37,0
160,36,40,0
160,36,43,0
160,37,15,0
160,40,16,0
160,40,19,0
160,40,22,0
160,40,25,0
160,40,28,0
160,40,31,0
160,40,34,0
160,40,37,0
160,40,40,0
160,40,43,0
160,41,15,0
160,44,16,0
160,44,19,0
160,44,22,0
160,44,25,0
160,44,28,0
160,44,31,0
160,44,34,0
160,44,37,0
160,44,40,0
160,44,43,0
160,45,15,0
160,48,16,0
160,48,19,0
160,48,22,0
160,48,25,0
160,48,28,0
160,48,31,0
160,48,34,0
160,48,37,0
160,48,40,0
160,48,43,0
160,49,15,0
160,52,16,0
160,52,19,0
160,52,22,0
160,52,25,0
160,52,28,0
160,52,31,0
160,52,34,0
160,52,37,0
160,52,40,0
160,52,43,0
160,53,15,0
160,56,16,0
160,56,19,0
160,56,22,0
160,56,25,0
160,56,28,0
160,56,31,0
160,56,34,0
160,56,37,0
160,56,40,0
160,56,43,0
160,57,15,0
160,60,16,1
160,60,19,1
160,60,22,0
160,60,25,0
160,60,28,0
160,60,31,0
160,60,34,0
160,60,37,0
160,60,40,0
160,60,43,0
160,61,15,1
160,64,16,1
160,64,19,1
160,64,22,0
160,64,25,0
160,64,28,0
160,64,31,0
160,64,34,0
160,64,37,0
160,64,40,0
160,64,43,0
160,65,15,1
160,68,16,1
160,68,19,1
160,68,22,0
160,68,25,0
160,68,28,0
160,68,31,0
160,68,34,0
160,68,37,0
160,68,40,0
160,68,43,0
160,69,15,1
160,72,16,1
160,72,19,1
160,72,22,1
160,72,25,1
160,72,28,1
160,72,31,1
160,72,34,1
160,72,37,0
160,72,40,0
160,72,43,0
160,73,15,1
160,76,16,1
160,76,19,1
160,76,22,1
160,76,25,1
160,76,28,1
160,76,31,1
160,76,34,1
160,76,37,0
160,76,40,0
160,76,43,0
160,77,15,1
160,80,16,1
160,80,19,1
160,80,22,1
160,80,25,1
160,80,28,1
160,80,31,1
160,80,34,1
160,80,37,0
160,80,40,0
160,80,43,0
160,81,15,1
160,84,16,1
160,84,19,1
160,84,22,1
160,84,25,1
160,84,28,1
160,84,31,1
160,84,34,1
160,84,37,0
160,84,40,0
160,84,43,0
160,85,15,1
160,88,16,1
160,88,19,1
160,88,22,1
160,88,25,1
160,88,28,1
160,88,31,1
160,88,34,1
160,88,37,0
160,88,40,0
160,88,43,0
160,89,15,1
160,92,16,1
160,92,19,1
160,92,22,1
160,92,25,1
160,92,28,1
160,92,31,1
160,92,34,1
160,92,37,0
160,92,40,0
160,92,43,0
160,93,15,1
160,96,16,1
160,96,19,1
160,96,22,1
160,96,25,1
160,96,28,1
160,96,31,1
160,96,34,1
160,96,37,0
160,96,40,0
160,96,43,0
160,97,15,1
160,100,16,1
160,100,19,1
160,100,22,1
160,100,25,1
160,100,28,1
160,100,31,1
160,100,34,1
160,100,37,0
160,100,40,0
160,100,43,0
161,30,15,1
165,32,16,1
165,32,19,1
165,32,22,1
165,32,25,0
165,32,28,0
165,32,31,0
165,32,34,0
165,32,37,0
165,32,40,0
165,32,43,0
165,33,15,1
165,36,16,1
165,36,19,1
165,36,22,1
165,36,25,0
165,36,28,0
165,36,31,0
165,36,34,0
165,36,37,0
165,36,40,0
165,36,43,0
165,37,15,1
165,40,16,1
165,40,19,1
165,40,22,1
165,40,25,0
165,40,28,0
165,40,31,0
165,40,34,0
165,40,37,0
165,40,40,0
165,40,43,0
165,41,15,1
165,44,16,1
165,44,19,1
165,44,22,1
165,44,25,0
165,44,28,0
165,44,31,0
165,44,34,0
165,44,37,0
165,44,40,0
165,44,43,0
165,45,15,1
165,48,16,1
165,48,19,1
165,48,22,1
165,48,25,0
165,48,28,0
165,48,31,0
165,48,34,0
165,48,37,0
165,48,40,0
165,48,43,0
165,49,15,1
165,52,16,1
165,52,19,1
165,52,22,1
165,52,25,1
165,52,28,1
165,52,31,1
165,52,34,1
165,52,37,0
165,52,40,0
165,52,43,0
165,53,15,1
165,56,16,1
165,56,19,1
165,56,22,1
165,56,25,1
165,56,28,1
165,56,31,1
165,56,34,1
165,56,37,0
165,56,40,0
165,56,43,0
165,57,15,1
165,60,16,1
165,60,19,1
165,60,22,1
165,60,25,1
165,60,28,1
165,60,31,1
165,60,34,1
165,60,37,0
165,60,40,0
165,60,43,0
165,61,15,1
165,64,16,1
165,64,19,1
165,64,22,1
165,64,25,1
165,64,28,1
165,64,31,1
165,64,34,1
165,64,37,0
165,64,40,0
165,64,43,0
165,65,15,1
165,68,16,1
165,68,19,1
165,68,22,1
165,68,25,1
165,68,28,1
165,68,31,1
165,68,34,1
165,68,37,0
165,68,40,0
165,68,43,0
165,69,15,1
165,72,16,1
165,72,19,1
165,72,22,1
165,72,25,1
165,72,28,1
165,72,31,1
165,72,34,1
165,72,37,0
165,72,40,0
165,72,43,0
165,73,15,1
165,76,16,1
165,76,19,1
165,76,22,1
165,76,25,1
165,76,28,1
165,76,31,1
165,76,34,1
165,76,37,0
165,76,40,0
165,76,43,0
165,77,15,1
165,80,16,1
165,80,19,1
165,80,22,1
165,80,25,1
165,80,28,1
165,80,31,1
165,80,34,1
165,80,37,0
165,80,40,0
165,80,43,0
165,81,15,1
165,84,16,1
165,84,19,1
165,84,22,1
165,84,25,1
165,84,28,1
165,84,31,1
165,84,34,1
165,84,37,0
165,84,40,0
165,84,43,0
165,85,15,1
165,88,16,1
165,88,19,1
165,88,22,1
165,88,25,1
165,88,28,1
165,88,31,1
165,88,34,1
165,88,37,0
165,88,40,0
165,88,43,0
165,89,15,1
165,92,16,1
165,92,19,1
165,92,22,1
165,92,25,1
165,92,28,1
165,92,31,1
165,92,34,1
165,92,37,0
165,92,40,0
165,92,43,0
165,93,15,1
165,96,16,1
165,96,19,1
165,96,22,1
165,96,25,1
165,96,28,1
165,96,31,1
165,96,34,1
165,96,37,0
165,96,40,0
165,96,43,0
165,97,15,1
165,100,16,1
165,100,19,1
165,100,22,1
165,100,25,1
165,100,28,1
165,100,31,1
165,100,34,1
165,100,37,0
165,100,40,0
165,100,43,0
166,30,15,1
170,32,16,1
170,32,19,1
170,32,22,1
170,32,25,0
170,32,28,0
170,32,31,0
170,32,34,0
170,32,37,0
170,32,40,0
170,32,43,0
170,33,15,1
170,36,16,1
170,36,19,1
170,36,22,1
170,36,25,0
170,36,28,0
170,36,31,0
170,36,34,0
170,36,37,0
170,36,40,0
170,36,43,0
170,37,15,1
170,40,16,1
170,40,19,1
170,40,22,1
170,40,25,0
170,40,28,0
170,40,31,0
170,40,34,0
170,40,37,0
170,40,40,0
170,40,43,0
170,41,15,1
170,44,16,1
170,44,19,1
170,44,22,1
170,44,25,0
170,44,28,0
170,44,31,0
170,44,34,0
170,44,37,0
170,44,40,0
170,44,43,0
170,45,15,1
170,48,16,1
170,48,19,1
170,48,22,1
170,48,25,0
170,48,28,0
170,48,31,0
170,48,34,0
170,48,37,0
170,48,40,0
170,48,43,0
170,49,15,1
170,52,16,1
170,52,19,1
170,52,22,1
170,52,25,1
170,52,28,1
170,52,31,1
170,52,34,1
170,52,37,0
170,52,40,0
170,52,43,0
170,53,15,1
170,56,16,1
170,56,19,1
170,56,22,1
170,56,25,1
170,56,28,1
170,56,31,1
170,56,34,1
170,56,37,0
170,56,40,0
170,56,43,0
170,57,15,1
170,60,16,1
170,60,19,1
170,60,22,1
170,60,25,1
170,60,28,1
170,60,31,1
170,60,34,1
170,60,37,0
170,60,40,0
170,60,43,0
170,61,15,1
170,64,16,1
170,64,19,1
170,64,22,1
170,64,25,1
170,64,28,1
170,64,31,1
170,64,34,1
170,64,37,0
170,64,40,0
170,64,43,0
170,65,15,1
170,68,16,1
170,68,19,1
170,68,22,1
170,68,25,1
170,68,28,1
170,68,31,1
170,68,34,1
170,68,37,0
170,68,40,0
170,68,43,0
170,69,15,1
170,72,16,1
170,72,19,1
170,72,22,1
170,72,25,1
170,72,28,1
170,72,31,1
170,72,34,1
170,72,37,0
170,72,40,0
170,72,43,0
170,73,15,1
170,76,16,1
170,76,19,1
170,76,22,1
170,76,25,1
170,76,28,1
170,76,31,1
170,76,34,1
170,76,37,0
170,76,40,0
170,76,43,0
170,77,15,1
170,80,16,1
170,80,19,1
170,80,22,1
170,80,25,1
170,80,28,1
170,80,31,1
170,80,34,1
170,80,37,0
170,80,40,0
170,80,43,0
170,81,15,1
170,84,16,1
170,84,19,1
170,84,22,1
170,84,25,1
170,84,28,1
170,84,31,1
170,84,34,1
170,84,37,0
170,84,40,0
170,84,43,0
170,85,15,1
170,88,16,1
170,88,19,1
170,88,22,1
170,88,25,1
170,88,28,1
170,88,31,1
170,88,34,1
170,88,37,0
170,88,40,0
170,88,43,0
170,89,15,1
170,92,16,1
170,92,19,1
170,92,22,1
170,92,25,1
170,92,28,1
170,92,31,1
170,92,34,1
170,92,37,0
170,92,40,0
170,92,43,0
170,93,15,1
170,96,16,1
170,96,19,1
170,96,22,1
170,96,25,1
170,96,28,1
170,96,31,1
170,96,34,1
170,96,37,0
170,96,40,0
170,96,43,0
170,97,15,1
170,100,16,1
170,100,19,1
170,100,22,1
170,100,25,1
170,100,28,1
170,100,31,1
170,100,34,1
170,100,37,0
170,100,40,0
170,100,43,0
171,30,15,1
175,32,16,1
175,32,19,1
175,32,22,1
175,32,25,0
175,32,28,0
175,32,31,0
175,32,34,0
175,32,37,0
175,32,40,0
175,32,43,0
175,33,15,1
175,36,16,1
175,36,19,1
175,36,22,1
175,36,25,0
175,36,28,0
175,36,31,0
175,36,34,0
175,36,37,0
175,36,40,0
175,36,43,0
175,37,15,1
175,40,16,1
175,40,19,1
175,40,22,1
175,40,25,0
175,40,28,0
175,40,31,0
175,40,34,0
175,40,37,0
175,40,40,0
175,40,43,0
175,41,15,1
175,44,16,1
175,44,19,1
175,44,22,1
175,44,25,0
175,44,28,0
175,44,31,0
175,44,34,0
175,44,37,0
175,44,40,0
175,44,43,0
175,45,15,1
175,48,16,1
175,48,19,1
175,48,22,1
175,48,25,0
175,48,28,0
175,48,31,0
